MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES
4.0,3.0,2.0,3.0,2.0,1.4887340206185569,0.5264294536817102,2.0,1.0,1.0,1.0000000000000002,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0
0.15598162328802145,0.16972672929120408,0.09418797407946954,0.2426610951025599,0.2998290613110694,0.3267451380879854,0.2497530380879164,0.5702190863189506,0.06887065511353027,0.041532814865050685,0.017014760576269054,0.10409417681492104,0.011880508694869096,0.17791061770566466,0.054616610181450816,0.05239328703804957,0.0,0.046987680071247775,0.0028202475726129147,0.0040552929609994365,0.0,0.0,0.012549004198330424
0.16267402227233602,0.09782520270087047,0.07975639207604295,0.38153956241475107,0.3395382105978409,0.5017985395305486,0.11102994566839228,0.2961764397634675,0.04090597570210075,0.028307704308660017,0.133365227718703,0.05699729234799799,0.014461486413342975,0.12993645542388665,0.12844431818187638,0.04047317554308505,0.05713975803733647,0.03251918356373646,0.00023881262268476085,0.029219679058631105,0.0,0.036828052935653874,0.009154633364716709
0.18491984900962694,0.289968563415958,0.20786992198724974,0.17293250106927335,0.2065502469495236,0.5077970096191331,0.4861559019058674,0.396054000551707,0.020624751581832683,0.01744126209945317,0.16209187645726073,0.060550781362934264,0.01739953377052541,0.10012401242385864,0.05606677578360364,0.019791773658662328,0.3469170823748352,0.008966091352894735,0.0005228326703615898,0.015211584192724706,1.340820388224043,0.01838334172783241,0.057912747326683764
0.09283870207764723,0.1031591263650546,0.08603285307882905,0.42942016188110216,0.045534816316510525,0.07868343599723371,0.14448141821159782,0.13971942025534756,0.07016210022388106,0.0221158513614917,0.03767453756647971,0.017746620678690258,0.0096943221078871,0.02166753336800139,0.055070696490141784,0.0361687765552644,0.06500260010400416,0.06467245145787771,0.009216572978198742,0.01885760113533535,0.0,0.012104538235583476,0.056685492854359074
0.0551161311494211,0.09611277231952156,0.1570470135939895,0.08827809168268343,0.032525472866166354,0.10400877235475192,0.0,0.1697805552367454,0.10189655458606783,0.058783802324028425,0.045492131238354064,0.09867847857176708,0.02456353957752772,0.08899330770326072,0.06940867788378542,0.01664216141937238,0.03051199121254653,0.010245279216402477,0.006583388680822457,0.004057025251884103,0.0,0.05512774628537123,0.022737324019913786
0.03740157751749988,0.03894352101644765,0.06683263912706904,0.04762541829188407,0.08164182996218837,0.10998178463886724,0.05373050739630099,0.15234306009183535,0.02978283902465808,0.030602249556922406,0.031034755922132912,0.10022972268671458,0.0159542460848455,0.05539762197146237,0.040684334430356836,0.03348511670307109,0.02313750029353545,0.010313302411760858,0.002363064167679048,0.0306144890313462,0.0,0.01910360451827687,0.08071754128421862
0.07910913788438455,0.0903661085167316,0.14797322215864855,0.1768412648812887,0.0980068206635398,0.06910214135832236,1.0639328638957135,0.1628423262563644,0.051001944099923736,0.03203222214562805,0.032181769811332236,0.08387718282427903,0.024312063249995745,0.09943927001900636,0.0510067395913744,0.030429484787620517,0.2626118173474916,0.017399293906077126,0.022778476791100885,0.03370410537255068,0.0,0.014922427781376668,0.05663303994887513
0.0298299743077862,0.048917297156274464,0.07033859721817243,0.1857097542251216,0.09270283048227984,0.012099662633146943,0.0,0.0387121517859229,0.04625903499422212,0.0,0.09093754406459814,0.030513456993052537,0.011775882247888165,0.01811751746528684,0.1249246816795499,0.030318552992606964,0.03105860136906315,0.038034517477915926,0.002680530985617075,0.02380211930165814,0.0,0.028380846278054726,0.09151525200170538
0.25489899659509285,0.5667777492950525,0.12440249106563928,0.1492154709661128,0.2628507333145087,0.04279949365349092,0.0,0.13122883578422884,0.04316873509491888,0.01401039334742916,0.09151542270073287,0.021647866631246515,0.018592229655785556,0.08010766470135862,0.2487952677468812,0.0,0.023803420368403702,0.0449904897916434,0.03250868506771118,0.0022133010451074737,0.0,0.012366891372274608,0.07270026067038833
0.2755482363849141,0.25523637363932883,0.4132002154420145,0.3837245391098322,0.14661706554820125,0.8693484213601022,0.5516610510019101,0.40421929977846655,0.029803986739819214,0.029779234908947287,0.13207402406769972,0.06326016470360091,0.020191744744389537,0.09414993253952658,0.0653690227734611,0.020729024684144646,0.3045545643887295,0.01646630481749302,0.00043259977044179704,0.0164219683673938,0.11227818041980812,0.011151954406562022,0.036933079047295925
