STATE/UT,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES
ANDHRA PRADESH,0.7007668389980014,0.5530055863663011,0.25090406889028155,0.5959717289882318,0.298434587304523,0.07133207993872294,0.0038133463889882357,0.09139297719201625,0.22627521889374258,0.22701872817119273,0.04368096399108577,0.21264187730659423,0.4737229591718312,0.5706862335491957,0.3067869935349515,2.0,0.7235944086549778,0.635506155995404,0.3973955680529899,0.6367395099014634,0.0,0.7310103477446136,0.6752979384491802
ARUNACHAL PRADESH,1.0912179232199872,0.8239119418544043,0.5880909634949133,1.456837223219629,0.8421365595947353,0.5134649910233392,0.0,0.8727272727272726,0.5073262662223534,0.33936351457722175,0.027553959971160547,0.30023189706762415,0.13151742968282468,1.1866023339317775,0.42078509309849116,1.247887164652475,0.0,0.7332108393177736,0.025311157283198514,0.07602584973982898,0.0,0.0,0.9030950330389687
ASSAM,1.3740144209462546,0.6366361253756458,0.330456660369168,2.2795951869990274,1.4445311708662776,0.6767182083310406,0.09040356709226885,0.3382630575829277,0.30188885191779047,0.27612514048877407,0.24401408693320736,0.4465003026467837,0.19988157798198797,0.829217795630881,0.5895936526629327,0.8703333188604512,0.44573317742147733,0.650389657734001,0.005430484908776262,0.6072812899001778,0.0,0.650388210559349,0.6012671999197445
BIHAR,1.573229890707738,1.8112653332144182,0.9195831561037856,0.9446334892953351,0.82643027631554,0.712760527435134,0.273700869006404,0.49279455550829426,0.13418348678377257,0.15985823221023804,0.27147005356806636,0.375757656316461,0.19458364348504187,0.40482773287962565,0.2782126137417119,0.5784137104761218,2.2813959026101447,0.15864052198532538,0.0017990193032847604,0.21850037668788613,0.7057765017250344,0.3207335408147365,1.3670688209812636
CHHATTISGARH,0.8863954304829076,0.5766320923116155,0.13810452349582786,2.23276240667545,0.1543942331092705,0.19731225296442684,0.02886085243333864,0.17399161576236674,0.44288636279810045,0.17403065056176087,0.06319736916234497,0.07357048748353097,0.10463603425559949,0.2507905138339921,0.2678944181101229,0.7706107379807569,0.5183709902720445,0.9387814970355731,0.10922014477949993,0.2241994372613385,0.0,0.3065158689782022,1.5661361202853306
GOA,0.49003632080102083,0.3959611316763617,0.3579963570127505,0.42008196721311475,0.12141589224182939,0.10655737704918032,0.0,0.19922503725782414,0.7102376386610464,0.4065774098793621,0.09514736401063154,0.3218237704918033,0.3230020491803279,0.6501024590163935,0.490481226864093,0.6051476366109412,0.18970278766464888,0.17722207991803277,0.06933597347577823,0.04272020005557099,0.0,1.0,0.9569011105235325
GUJARAT,0.572391210080425,0.34370948086213027,0.026612712548498816,0.2137918912584954,0.31320323800340044,0.39191938129833603,0.020534696036469673,0.20847893985555105,0.21103800998367545,0.26250397540589365,0.1009775013931507,0.37759940629638306,0.13800581985782362,0.22800562456058115,0.9136206788152557,0.8376766702317368,0.1345124805151539,0.16890159948441524,0.02748956586081319,0.40563866170413065,0.0,0.3689154854083956,1.614185451985289
HARYANA,0.7544027307011798,0.585914392244953,0.48405116114321145,0.7679671415288569,0.3500608515665947,0.07899980075712291,0.7365080804398394,0.1664674237895995,0.3355235414874236,0.26487300196015773,0.0511386543210999,0.4193875772066148,0.23478749501892812,0.4213986849970113,0.2000130686188184,0.7263567881705276,1.4755921160446088,0.27163380715780033,1.0,0.5078556358718226,0.0,0.2872993515729338,1.3819145415993623
HIMACHAL PRADESH,0.40041847204879627,0.33933057204511863,0.10702169947452966,0.955818290723951,0.3710343256070933,0.0,0.014910143889640355,0.029778797531799246,0.24964485096844796,0.0,0.15519037665911567,0.1781630319366168,0.11306631000027227,0.0,0.5782081445617583,0.7891626251602504,0.11342190686149062,0.6396831352609654,0.02763698036116946,0.2490354225243896,0.0,0.47555159828651333,1.9999999999999998
JAMMU & KASHMIR,2.0919211309439016,3.0,0.3390449797721797,0.8213552361396304,1.1111429399911126,0.10938047778835076,0.0,0.16534736861275648,0.28878482468152555,0.14249797897562194,0.1467011633020987,0.1325478706532445,0.1933085424283401,0.5296238794010117,0.9894083915471554,0.0,0.20863791341291577,0.9444783110882956,0.5196754420074021,0.035238227821668466,0.0,0.22988425952326288,1.5964580371348416
