STATE/UT,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES
ANDHRA PRADESH,0.6551025442609597,0.3805035363559578,0.11350467300676606,0.3698282143194729,0.49224402408014994,0.07385894026721065,0.002769120670382739,0.13252451900740184,0.20370379826858978,0.25666974440117796,0.09002575968447024,0.2182112103256684,0.46555128955822506,0.1703424341803191,0.2313265567780984,1.9999999999999998,0.6603779862431396,0.33236448682343067,0.6765324450179544,0.4230943251994574,0.04157085662136055,0.6426597315478956,0.5167841119395935
ARUNACHAL PRADESH,1.49413639159577,0.5569041418650793,0.34867278874269003,0.9440907921810702,1.207815771939844,0.4633916323731138,0.0,0.8764431423611111,0.5313616006597088,0.46169794105922574,0.06963847625132596,0.5651041666666666,0.11239869726577294,0.1808035714285714,0.21207997311827956,1.1848944617672628,0.0,0.4224232456140351,0.0,0.029861902050113895,0.0,0.30322265625,0.5339495886303074
ASSAM,1.1742006953359818,0.4152578543201312,0.4475123854486952,1.8316289912728518,2.0,0.36909483242546776,0.05696826665259745,0.28156632385849645,0.21948693550791468,0.25741469136273576,0.45979494385537956,0.41930121093811995,0.19221560227008178,0.25536147897239164,0.3785016886988494,0.9804769092728167,0.552017048350053,0.3108879182673152,0.019170927846987956,0.40146862629560354,0.15549535078127014,0.6495947007570346,0.6431464249802203
BIHAR,1.5091743433735076,1.1720187604934664,0.4252746147432967,0.728502053407521,1.3204765741570552,0.5749692462007231,0.18341918822245853,0.6362611139499234,0.1069026499160286,0.1508640286406911,0.5486520935865138,0.43651337080565494,0.17287754896602794,0.053215563179794145,0.2919386157218916,0.8322641301278869,2.4272010371320993,0.06695317752736465,0.0056309721845077,0.12297061072745114,1.6465630732888246,0.27731221257026056,1.2548237820223929
CHHATTISGARH,0.9266763695160463,0.5245538272146574,0.15097300811674408,1.4100948059190674,0.2705049462259079,0.21702907500354388,0.06232274698802327,0.24101540118717485,0.3706357093665963,0.1971046464662275,0.14304206574479486,0.09117716712885507,0.09135828055571216,0.17423575210112918,0.1843475972240602,0.5417038450827991,0.536801288918621,0.48273457921153345,0.12822116452004104,0.1282488380119392,0.0,0.4650264707904568,1.5640736597340494
GOA,0.8325768107096316,0.24548304456279912,0.37911378256873896,0.5865799730830407,0.38492236216936915,0.043812886348673676,0.0,0.34653138272770173,0.5876316725926612,0.4698125387840298,0.148435356420518,0.8533899638194116,0.2531528132040007,0.2948830310793501,0.21285755605961426,0.44258218182003783,0.22106890645952043,0.20565808102133576,0.16001470309045004,0.039684339864615725,0.0,0.9986432279377063,0.7891783569755622
GUJARAT,0.25616602515354814,0.1382079309936541,0.03824966378419818,0.1775442185268133,0.492426583422393,0.11542111529767374,0.014386204979958838,0.22337057153437848,0.18508841717659888,0.2749598811879326,0.10024932244676141,0.4368802205489034,0.12566712861382232,0.4104595300655751,0.10605278861288672,0.5977665453196211,0.09912956343048802,0.1027219325934884,0.03886579281246255,0.2756855936881801,0.0,0.36781173400109335,1.8100959540943469
HARYANA,0.6966376647999717,0.41698169751680914,0.21465638477404836,0.6715332902750868,0.5532975022817853,0.09574672491104769,0.3518351039446108,0.23972787361710107,0.35811293798751337,0.3925467859372503,0.14728143913838143,0.4764125882867679,0.2610060879316205,0.07567102408186226,0.1048393145539338,0.7132783222797213,1.1638658202582672,0.12938308644290267,0.5930804660886585,0.37180391826880976,0.0,0.257017040127508,1.0928083847321488
HIMACHAL PRADESH,0.24676848181315958,0.22192038419255916,0.2863268742938756,0.709833040817245,0.45861271427609845,0.022561240868247758,0.0,0.04673552045362495,0.23339390377821476,0.010655417848895093,0.31622701617271903,0.24023221277170242,0.12211871652940912,0.05061621246311404,0.29533806294830084,0.7371416163068414,0.03794613307312465,0.336535141011703,0.09956524422449621,0.14118910480850932,0.0,0.39368165249088694,1.9999999999999998
JAMMU & KASHMIR,1.3519753069499467,1.5602340115762936,0.2955372398184125,0.6210180351865662,1.7841720785097341,0.030000337565173098,0.0,0.15123539647029582,0.30081450598378373,0.10943853158645409,0.42510648550956587,0.210365398956003,0.18529799935307226,0.15014381591562798,0.4484664790358663,0.0,0.05822085667259802,0.5993955806742807,0.7817263163053331,0.028883577742332387,0.0,0.23255033557046975,1.6459112900168014
