,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.2595703027582423,0.04176354698650321,0.08922027989960617,0.13980932277451014,0.19463899748899616,0.021622026036211283,0.0022699704871999775,0.034703382509952065,0.21920460967309574,0.20421470069032377,0.037501072600520644,0.13025864409973342,0.523521492550444,0.2350463586435455,0.16985438365060265,1.0,0.23437863971620782,0.40751492754787805,0.689587618767754,0.42143063060600383,0.0,0.5138643656375214,0.16537479786713066
1,0.47772015241320914,0.06411241221295,0.25432211074230093,0.543793951908215,0.47083007152024453,0.32387806943268416,0.0,0.26803464271251337,0.4485800353389687,0.2598197745134323,0.06640650304992698,0.41828958509737507,0.1360005466617286,0.3116003386960203,0.393357019389045,0.8969329951473647,0.0,0.35081057719446795,0.08979525213470307,0.037047734321023575,0.0,0.321337849280271,0.1545459690417434
2,0.4574399327463706,0.02492808997897951,0.07602122067169026,0.6427952645351657,0.8814032253498018,0.17357131234971884,0.00575948634290504,0.14151087998025466,0.2948440125108821,0.2072899528145986,0.09892826780117546,0.37698190298844747,0.2198860489577952,0.1397139912859545,0.2742488220379254,0.44624250196694293,0.2380577472211417,0.34661701739795947,0.006390793771873058,0.5352124479773169,0.04425722705331477,0.3411765769348977,0.30818310852575376
3,0.490372648070869,0.13103629500351216,0.23748646739116336,0.16118278591671564,0.47012843376012586,0.20349220294311443,0.007897874555818116,0.15159803325513463,0.14244193958119586,0.17460646073853897,0.2113735996465785,0.25083990205887857,0.24112777795767906,0.05163872416233497,0.1630394683269991,0.4531140959920924,0.8159601815267817,0.08437227997819916,0.003450657450800346,0.13864380901391493,0.6173219122922615,0.2534787807794616,0.5908896390617757
4,0.4031998248004672,0.0658080745036684,0.04443631569356816,0.41247582497692303,0.09986397855978883,0.0997761339303095,0.004725003002828873,0.12413902548433783,0.40645705394741494,0.1494497566846409,0.0560884627031029,0.08401790928557523,0.1470609470230391,0.12178314191162155,0.19783512156502045,0.7374319415678765,0.1930016473361089,0.4444181509960418,0.10459623192008838,0.11701460951523356,0.0,0.367364220362079,0.4915419753118932
5,0.33731281198003327,0.027655843629977278,0.4397868273748062,0.33871049501456224,0.1969798763067843,0.05091514143094841,0.0,0.11491716704043983,0.5181132683123649,0.5421933009111543,0.05002197639796223,0.4499168053244592,0.4865774793778231,0.8266222961730448,0.2515591206308927,0.20950531122721966,0.07732810906553593,0.1759064753189129,0.11763526652366538,0.04704061737594808,0.0,0.5051580698835275,0.23301908484333184
6,0.16936092999835042,0.0037540848315080755,0.03129153567314525,0.07777555464656616,0.20992004137577736,0.08169174270508668,0.0014487584142237303,0.1419083960533125,0.19678200679446334,0.28132184290514434,0.040033383474129894,0.2835140602345832,0.09751515573030053,0.1900974970264709,0.035139569455052054,0.28957270684018516,0.016139254420665234,0.09017177194840674,0.03498633761319991,0.3217703447525408,0.0,0.31018639903457973,0.8032072550670293
7,0.3224403777410233,0.05375656183729245,0.1666588002444239,0.23073370436485385,0.29220491093753964,0.10407885610627966,0.08012863809581108,0.13900087916880272,0.37986145812312055,0.41534402433059037,0.06250988124488181,0.3824005406462857,0.27697942554387767,0.057265823685286946,0.05850722922151371,0.2404696228348342,0.3870852047607929,0.11458842782787056,0.3803444048830439,0.31328641083946057,0.0,0.1900816304753775,0.46175223159999185
8,0.1795437476530229,0.012401036378238028,0.11729950781003519,0.29705571430101085,0.20207029949199015,0.011490799849793466,0.0,0.01815458211562638,0.3054894159717504,0.03365300682760897,0.1345824554259346,0.22846413819001124,0.21962678565983604,0.013819001126549005,0.3001776449839726,0.3339876606879741,0.005817272943846175,0.3412011828764551,0.09822964407385455,0.14357385576947446,0.0,0.319218926023282,0.9007518055131747
9,0.20626279863481226,0.13063930937513085,0.1257456472189874,0.23207291358990076,0.7125867731341362,0.0017406143344709897,0.0,0.036143344709897614,0.37307016079124816,0.16530814114064651,0.20345443686254314,0.15617747440273036,0.23943480181574112,0.1549032992036405,0.3207838113687506,0.0,0.042297332012183934,0.631919795221843,0.5967975656893787,0.06003788465699311,0.0,0.1623344709897611,0.7439746137748948
10,0.8357864088043594,0.1863153483699721,0.333762783735574,0.4170152152219395,0.3962492633129513,0.420958435730313,0.02147722183448405,0.2398354060495129,0.18706326656948488,0.36167549131188453,0.18752652563479727,0.3285073191580297,0.26926165023308996,0.03686291270434875,0.157553180423894,0.4117366114223777,0.6103700135686768,0.10532809327919648,0.0783737578801154,0.12766360519089595,0.3923496100010685,0.3092798375894861,0.26025518271494236
11,0.24283993076796825,0.0520358187535387,0.07080765315392469,0.078611899101324,0.11936482125803242,0.0779028215037078,0.039158574305227296,0.15672204948092194,0.2540400856025112,0.24208937919242074,0.1418444234352142,0.08941973411318839,0.4197201921994084,0.11736619865415317,0.03888797184344433,0.582869031965853,0.15255401412460512,0.2329881523452848,0.016878004250780596,0.15994355033670887,0.03652586502737948,0.021465660017009593,0.6282169820896677
12,0.05541885966764946,0.0,0.10149765995713654,0.10060075251110506,0.038793090852074295,0.03619190835438332,0.034090653766988666,0.08071388403323872,0.14799065429156624,0.0,0.20749729012606824,0.07775684511992159,0.3176116388767096,0.05129721464234724,0.11454222633913169,0.6018389908092224,0.013087377480136156,0.3065634090569885,0.11796173025194746,0.22786601553310448,0.0,0.0023899838640184506,0.9322333209182134
13,0.21963713287319145,0.043860720766593225,0.06765715827925976,0.31212308510797987,0.08944293358407986,0.02154027204204811,0.011390693156060117,0.12576733913344826,0.2641859196425311,0.14764120616035387,0.03465035939996998,0.07195733579769159,0.09756802676461951,0.011955988101770294,0.08950762566083084,0.7069934555822541,0.31987609271278455,0.43369188161614414,0.1238646212771495,0.12904535705467143,0.011782712911889565,0.2188942154965778,0.7064514015636436
14,0.25420407519113414,0.036380796537244374,0.05898803084818972,0.15839034041590183,0.11556788894104825,0.14947544564574794,0.02181309964944432,0.19111925840504632,0.4172898135109701,0.47317701660625766,0.12191940429813457,0.24684616078317417,0.44264086861675833,0.2203228489263419,0.1617158126680828,0.5479859307240933,0.13233015026870676,0.2287574065538399,0.19463615843749552,0.2590357907738112,0.0,0.43070120943095624,0.10743315047740337
15,0.878462482468443,1.0,0.08425088717718301,0.2339304842638711,1.0,0.01341164095371669,1.0,0.01210820781754985,0.1142498563277541,0.20718381089957938,0.05060515254638195,0.18232819074333798,0.3728586830371945,0.03225806451612903,1.0000000000000002,0.27421960296259884,0.0,0.19536180750350632,0.02478919887122121,0.059004981973687615,0.0,0.0,0.2518784323229553
16,1.0,0.07605334417116617,0.5889302211503087,1.0000000000000002,0.41032597525383313,1.0,0.006196982339034906,0.3150442242114237,0.3118647419404863,0.3992258860102649,0.021722506642594896,0.27614379084967317,0.5113162315091184,0.338235294117647,0.7674764995802226,0.3002141460729407,0.0,0.42018995098039214,0.014440113394755493,0.0659930229760616,1.0,0.2029411764705882,0.19294322888142895
17,0.28963116756228624,0.02066602902056794,0.4695330341559862,0.8857005139110836,0.07886368454526181,0.037371763556424034,0.0,0.022493150103013955,1.0,0.7382301965864996,0.0008028843615829387,0.3810454323400097,0.33009165244538147,0.40449438202247184,0.38859509952653276,0.18817229181541073,0.0,0.4257322708028008,0.017268880112536123,0.013153470138853509,0.0,0.12134831460674156,0.0
18,0.8307365439093484,0.18033705110863696,0.7941382018910678,0.45145563220703844,0.880764456797382,0.28895184135977336,0.0,1.0,0.40673948390045017,0.6379926107738071,0.010825122428073129,0.14730878186968838,0.34517595031406,0.26062322946175637,0.09722751408299668,0.08994096178530836,0.0,0.14839569562480326,0.0,0.0,0.0,0.22152974504249293,0.05640404231896706
19,0.42888858988159306,0.11353811476342891,0.10345900117516725,0.39828092026368406,0.29927358152067207,0.26076426264800856,0.017146096237088612,0.30728693780128236,0.271704627133807,0.18416636344748966,0.09324448311646386,0.12034445640473627,0.22595192711942047,0.05611768927161822,0.2303943896965283,0.4631731248011651,0.5336111207565077,0.691255438195192,0.13317857003903666,0.24720034516081463,0.04391819160387513,0.36876749192680297,0.4155241077320004
20,0.4589569559713039,0.1527848428119904,0.43601878463332455,0.31094089033544775,0.34920461351586396,0.04089182726121817,0.04097173795278985,0.05537652822203331,0.3690722179093249,0.2528138470751018,0.0,0.17116331410887606,0.9654403463158203,0.16306090870727244,0.0629233075541154,0.6031156509785707,0.27456971853034995,0.12821438200403243,0.032818402601826634,0.20092550098509884,0.0,0.6384611056407371,0.20713328010093685
21,0.16017395611322904,0.04018936462151366,0.05770324623524172,0.19549745980365685,0.3090655110938427,0.012170924263800917,0.005191379507456996,0.06122913237944711,0.1575893789568227,0.19535520855564054,0.020263501570863415,0.13143217362591178,1.0,0.03258787860594963,0.08112863899392866,0.4964761034775307,0.2027511620798364,0.21314110982699447,0.005093420239358056,0.41911680972018706,0.0,0.327176777834479,0.5424466214534196
22,0.5431614349775784,0.04274336347233619,0.538752309931224,0.5861141052589076,0.1608709140649237,0.0,0.0,0.06882433222850459,0.7428569349596054,0.10381587239092135,0.17697358130418975,0.15545590433482812,0.19869076308334804,0.2750373692077728,0.4519637520238575,0.5225361898846568,0.0,0.21354945191828598,0.0,0.06037029904536577,0.0,0.6085201793721973,0.33601918695998684
23,0.19443474477792216,0.06007965689484536,0.017881206776429452,0.07014393293383216,0.14087566441215577,0.021238930454345096,0.0029525690163921055,0.075381300597104,0.11599505353407151,0.09760110064045122,0.04113057270915023,0.031999358867943965,0.16213722903372094,0.1853787544864933,0.08047282105658349,0.3836813877028027,0.0860184892981235,0.10157238352290617,0.10137928223417969,0.05625751172982634,0.0,0.5343331940397616,1.0
