MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,
0.229591969,0.167181002,0.105365277,0.120089,0.170396022,0.028971511,0,0.016809412,0.045565642,0.197814039,0.275940545,0.01856198,0.072593137,0.092169831,0.134686109,1.396246816,0.135632888,0.227414918,0.389374002,0.029996224,0,0.421800414,1.522496544,Safe
0.647235503,0.189202753,0.143385789,0.341290743,0.520436354,0.073403508,0.001529885,0.110348189,0.181498893,0.205721304,0.095497156,0.124081171,0.462578791,0.166317317,0.570916173,2,0.760217885,0.440690469,0.987425294,0.50757943,0,0.586055075,0.427581117,Safe
1.264886934,0.240638185,0.162697175,1.514485813,1.292575095,0.529133858,0,1.032370954,0.466567069,0.405515196,0.058481721,0.448381452,0.144288425,0.568678915,0.818022747,1.245462935,0,0.551568349,0.02280696,0.068594637,0,0.291447944,0.402892386,Moderate
1.290268671,0.167601562,0.4476382,2.360689724,1.891403207,0.499191732,0.011830883,0.344672644,0.245083987,0.280684035,0.48163373,0.360518528,0.19755645,0.330153262,0.713307716,0.867681863,0.479519098,0.305136717,0.011513783,0.519435999,0,0.515864472,0.508212977,Moderate
1.179065375,0.662982694,0.436779912,0.979666079,1.004724304,0.473968196,0.031824339,0.513899957,0.115932129,0.131739672,0.610199874,0.302961067,0.215397605,0.093858527,0.671952111,1.130177914,2.325746685,0.136519719,0.00571779,0.117154085,2,0.281352815,1.075940287,Moderate
1.017498249,0.337305306,0.10546482,1.547793585,0.231270877,0.189639001,0.012659393,0.293080307,0.346444157,0.154226307,0.160977621,0.081797361,0.101816622,0.181481078,0.469080598,1.12630643,0.473630359,0.591701278,0.126233502,0.140919672,0,0.438815574,1.135393323,Safe
0.566052135,0.149333135,0.525106938,0.495486761,0.21034288,0.213473175,0,0.279252387,0.526259492,0.346504188,0.236649195,0.363049617,0.22175833,0.524405002,0.822912465,0.459399479,0.175180184,0.141285156,0.147219433,0.04427799,0,0.809550222,0.940149303,Safe
0.402461636,0.00819441,0.031699503,0.061809452,0.462768565,0.150347011,0.003623835,0.279686676,0.161375612,0.22481562,0.113349423,0.231137627,0.090545087,0.301797963,0.227687812,0.677237281,0.074026586,0.11684814,0.050784571,0.370841498,0,0.318615812,1.653512426,Safe
0.750780433,0.208156675,0.259498163,0.605045891,0.674576429,0.203663004,0.230154084,0.306146998,0.359393994,0.381315332,0.190481562,0.351764637,0.23866022,0.083144369,0.233928329,0.74029639,1.132033654,0.141532009,0.413278188,0.366512881,0,0.243291761,0.918316262,Safe
0.379718771,0.00814008,0.117681468,0.740754847,0.522466601,0.02657854,0,0.050888295,0.264577208,0.058929634,0.382588121,0.232034876,0.148994064,0.100548446,0.84270848,0.703607567,0.122140817,0.396495501,0.120975352,0.18853927,0,0.341064899,1.667200874,Safe
0.630609624,0.73663222,0.199465842,0.918166514,1.536054967,0.063461269,0,0.162887656,0.294522193,0.107054696,0.472758049,0.141071678,0.227938189,0.18794012,0.737303549,0.132422512,0.091135687,0.805256865,0.858287499,0.064352217,0,0.092075502,1.58643653,Safe
1.786456362,0.64974848,0.444505811,1.610380548,0.860283198,1.029239523,0.046396462,0.630330744,0.15816518,0.311195916,0.558833028,0.290992232,0.211388597,0.06417418,0.35334771,0.746234768,1.709375639,0.155608224,0.02031881,0.163166981,0,0.215110161,0.877191393,Moderate
0.542258591,0.178661404,0.084804719,0.144564314,0.244998314,0.111576538,0.089579359,0.34256781,0.187715924,0.158022565,0.402017157,0.082914615,0.29835091,0.133658359,0.184650847,1.193751408,0.451893731,0.265430206,0.012104107,0.162975308,0,0.034627216,1.452596204,Safe
0.143792184,0,0.157639216,0.231454749,0.102097116,0.084286372,0.064581979,0.251953684,0.153201004,0,0.568518244,0.090758316,0.388187508,0.064682576,0.311711048,1.327418137,0.054018867,0.423406084,0.125862141,0.288893647,0,0.004416981,1.560522078,Safe
0.471477971,0.221515924,0.142422129,1.031781967,0.197958225,0.053416738,0.024044045,0.307069988,0.235776707,0.138463936,0.109527353,0.065592482,0.082031933,0.024408803,0.381770478,1.374631594,0.796076764,0.585975622,0.200936005,0.127608475,0,0.231000415,1.371185242,Safe
0.585125484,0.121850294,0.107373801,0.443973753,0.291306766,0.276584895,0.092386851,0.445373271,0.348884036,0.450650339,0.342388915,0.219077499,0.318437259,0.179349742,0.550286908,1.149168687,0.483739598,0.29582819,0.276791542,0.294694311,0,0.495951857,0.457083157,Safe
3.131453024,3,0.114122658,0.343308646,2,0.069591899,2,0.106208448,0.077208168,0.205718132,0.17995414,0.14575023,0.285228138,0.159558147,1.643142068,0.878279519,0,0.376146258,0,0.036086378,0,0.002493096,0.750818404,Dangerous
2.331682332,0.532213534,0.715585844,2.968133756,1.08685586,2,0.021473706,0.847586981,0.432326406,0.443291728,0.132925345,0.204425204,0.788466304,0.75036075,1.471861472,0.452838102,0.208884885,0.379054006,0.025077783,0.071653185,0,0.265752766,0.274158839,Moderate
0.877805314,0.170864924,0.35710585,3,0.083443751,0,0,0.075532085,1,0.789348643,0.003793017,0.240038406,0.316700278,0.99855977,1.550648104,0.309817126,0,0.554878289,0,0.007527957,0,0.132621219,0.064630164,Moderate
4,1.035997998,1.260765229,0.72791546,0.626022599,0.448474576,0,2,0.443315557,0.594917496,0.106406248,0.275423729,0.287998807,0.881355932,0.360169492,0.334577785,0,0.118727424,0.044183653,0,0,0.296080508,0.251729613,Dangerous
0.937677727,0.440285077,0.074558667,1.208317907,0.634314769,0.340304709,0.034171182,0.730009234,0.238178073,0.170889746,0.302935017,0.145338242,0.230062768,0.071074501,0.636663508,1.03469044,1.824238617,0.885636005,0.228986501,0.104020031,0,0.558379046,0.881406873,Moderate
0.902889311,0.56918557,0.883236614,1.002422525,0.922653405,0.078149359,0.114749612,0.121319811,0.317832229,0.217970673,0,0.229793535,1,0.246975666,0.227977538,1.201224626,0.806835596,0.208916548,0.069917641,0.212695117,0,0.635826139,0.607582668,Moderate
0.372182756,0.21966277,0.079946421,0.515048602,0.63543969,0.036055619,0.024290661,0.164445937,0.138795666,0.183741335,0.091393323,0.138543696,0.800251341,0.048901726,0.385403372,1.005716298,0.640307872,0.29138144,0.009806058,0.430280098,0,0.387284208,1.149089084,Safe
0.57376717,0.463104244,0.836414713,2.695444261,0.586326837,0,0,0.283058471,0.557257689,0.294003832,0.1884252,0.262368816,0.509503137,0.584707646,0.127436282,1.081368058,0,0.341319095,0,0.082282712,0,0.414167916,0.58363423,Moderate
0.401954683,0.223029461,0.030140896,0.098250782,0.319446921,0.038510252,0.008528003,0.090162891,0.077381442,0.058284449,0.115097386,0.037770471,0.145224332,0.05568612,0.321295021,0.745680375,0.261436808,0.15611178,0.264072738,0.089679921,0,0.540164772,2,Safe
1.373299347,0.264420706,0.087040895,2.755366589,1.149128637,0.247694828,0.020895781,0.471300413,0.18765604,0.10448204,0.278550289,0.245728996,0.198829038,0.3042359,0.457523988,0.970142466,1.829368166,1,0.04880572,1,0,0.385999298,0.593948485,Moderate
1.414983646,0.689578203,2,0.724042112,1.294999445,0.219869824,0.024363392,0.45422673,0.133981421,0.235155981,0.250726211,0.605458611,0.558706542,0.291565175,0.151605905,0.540353964,3,0.293934487,1,0.39917214,0,0.413933867,0.814776821,Moderate
1.187210755,0.537128461,0.968657523,0.820268157,1.145295691,0.362287738,0.027905304,0.56711463,0.24324261,0.268280531,0.40090946,0.424523388,0.725772596,0.528180019,0.327638296,0.7007829,1.583447096,0.266360567,0.342182807,0.378173759,0,0.514636941,0.551413663,Moderate
0.866158753,0.190474472,0.903422496,1.906172068,0.964415181,0.136095287,0.633035079,0.165671212,0,0.276609775,0.385280604,0.207146556,0.296522626,0.203570812,0.126815615,0.646784188,1.207470383,0.492534649,0.063642504,0.957061885,0.240922366,0.380993995,0.808959102,Moderate
0.79038146,0.531542848,0.230437263,0.152634191,0.646146221,0.468401487,0,0.350929368,0.497047431,0.204495186,0.17648689,0.21685254,0.284870895,0.161090458,1.158612144,0.931402556,0.269065475,0.455710281,0.129211179,0.174878074,0,0.040272615,1.103878312,Safe
0.22177544,0.091973511,0.408373036,0.335595154,0.620250709,0.041504255,0,0.319590081,0.221515343,1,0.181686001,0.260774087,0.466426836,0.07136975,0.209991765,0.162559067,0.059603579,0.153827462,0.157426247,0.241043399,0,0.03345457,0.528973171,Safe
1.000529942,0.026840775,0,1.157723841,0.920188235,0.177882353,0,0.222117647,0.284240664,0.359256912,0.769585477,1,0.235182417,0.305882353,2,0.446608356,0,0,0,0.055343767,0,0.229411765,0.948404501,Safe
1.962577963,0.622073816,0,0.162775765,0.167128205,0.872307692,0.17170706,0.242051282,0.801972479,0.266941932,1,0.480769231,0.230659678,3,0.980769231,0.584026311,0.835137839,0,0,0.090465773,0,1,0,Dangerous
0,0.857603911,0,1.267000012,0,0,0,0,0.143580844,0.717134908,0.149570311,0,0,0,0,0,0,0.62543911,0,0.280013106,0,0,1.291099188,Safe
0.286063666,0.123407346,0.073590372,0,0.171956206,0.014958449,0.017666734,0.049808732,0.056400387,0.244248081,0.240449055,0.029679462,0.088996116,0.0257222,0.30273051,1.358028732,0.085926331,0.308388259,0.330109763,0.026372426,0,0.429239216,1.442243957,Safe
0.405629388,0.218542826,0.170198342,0.543351486,0.346222663,0.045151879,0.001938573,0.096024825,0.237723986,0.195807057,0.076096469,0.217233908,0.517942468,0.790470202,0.334626264,2,0.702889015,0.406893856,0.573254038,0.406993396,0,0.456186134,0.433860586,Safe
0.935420876,0.314432964,0.155790292,1.370988742,1.233045278,0.433960498,0,0.919520863,0.558080634,0.297103167,0.053534969,0.71252465,0.130485227,0.157501723,0.238951856,1.476112462,0,0.467725991,0.012190892,0.02268905,0,0.278573434,0.449015699,Safe
0.811271563,0.157741912,0.246180385,2.089431728,1.579377263,0.430488405,0.04383742,0.294284598,0.308490339,0.215098258,0.345299365,0.501562492,0.206608105,0.637986374,0.503097437,0.792846539,0.437696332,0.367816172,0.001085301,0.464078528,0,0.269343991,0.80278671,Dangerous
0.77156472,0.485828206,0.581893614,0.82251054,0.897311937,0.411521158,0.015453459,0.35861087,0.132425593,0.121308684,0.467714734,0.433564804,0.247205564,0.210319863,0.37322205,0.95864934,2.235538952,0.125594432,0.004954509,0.102214422,0.355800924,0.238042295,1.294791996,Dangerous
0.672526994,0.288646987,0.064706181,1.473283491,0.120154582,0.177380844,0.010440958,0.268576104,0.426681852,0.144477964,0.157407568,0.129235257,0.120865541,0.516067522,0.345951372,1.199939567,0.467003049,0.485964888,0.070324775,0.11106847,0,0.34612045,1.149007074,Safe
0.504692067,0.183941455,0.741850418,0.84785018,0.431385714,0.080511271,0,0.231779807,0.597258768,0.367022226,0.263434578,0.674283543,0.423648701,3,0.60249234,0.424537714,0.165308141,0.179979172,0.126657227,0.014564062,0,0.533393181,0.773061741,Moderate
0.195710358,0.079357378,0.052276975,0.234092881,0.334174583,0.15215777,0.003572635,0.295051589,0.205742745,0.25274943,0.103351824,0.370795368,0.104281238,0.573813706,0.156344091,0.585416029,0.049425008,0.103138628,0.028518541,0.345918862,0,0.25341803,1.668470576,Safe
0.462208377,0.224552155,0.307403207,0.883535751,0.52296501,0.159556161,0.146714102,0.277100717,0.408833865,0.390052743,0.151417723,0.542333143,0.229885366,0.270243633,0.129220139,0.533476195,1.236710631,0.121215577,0.316374165,0.307320542,0,0.152011475,1.053835628,Safe
0.205975954,0.085167947,0.066157369,0.870526654,0.338882948,0.031591572,0,0.039542335,0.332866249,0.065726036,0.317746826,0.385611367,0.196314699,0.294290212,0.553468593,0.601045825,0.048648568,0.325520876,0.084901849,0.163566223,0,0.220671334,1.805307216,Safe
0.284544397,0.558123583,0.278228275,0.823678796,1.268494897,0.010714517,0,0.089854219,0.344459553,0.119155649,0.612751985,0.166103913,0.210483742,0.417390268,0.687404319,0,0.230993335,0.69984166,0.415773065,0.040323086,0,0.090428047,1.632501782,Safe
1.403455995,0.553310123,0.535371572,1.584484404,0.723568713,0.791302214,0.040834332,0.543558185,0.175976845,0.298094777,0.471713263,0.273533552,0.257378765,0.231965522,0.240691303,0.468234634,1.558330264,0.108032689,0.017206407,0.144765561,2,0.215330001,1.036121954,Dangerous
0.347151597,0.233320376,0.117443698,0.270990308,0.145471386,0.15578306,0.061434814,0.349897891,0.252355986,0.19195386,0.333929393,0.130777068,0.318262397,0.345940667,0.101232301,1.072477173,0.460240727,0.236275053,0.009984411,0.13505719,0.0155551,0.028519157,1.47279103,Safe
0,0.079152226,0.158811176,0.397905548,0,0.060535567,0.07625826,0.203831695,0.173438503,0,0.515990391,0.154691965,0.365942445,0.15548561,0.19406153,1.253732644,0.063512577,0.382691148,0.067499761,0.258626267,0,0.00212694,1.688722245,Safe
0.275516686,0.222887075,0.182634771,1.101872754,0.087950718,0.057001337,0.01896676,0.298855026,0.277972752,0.146332606,0.09477207,0.10855484,0.073271033,0.085079723,0.247674294,1.273965421,0.883262437,0.481199125,0.106205638,0.096160895,0,0.184960582,1.483272096,Safe
0.355397516,0.179695416,0.099525616,0.58540112,0.175036326,0.28936401,0.041974026,0.406089658,0.413484187,0.448796072,0.322399524,0.358583899,0.391371898,0.734246407,0.370105849,1.025410779,0.42856538,0.270613269,0.153095249,0.262710371,0,0.384542158,0.426401139,Safe
1.817353572,3,0.220869605,0.879293296,2,0.021972918,2,0.057756132,0.103410643,0.1775302,0.10137666,0.281908549,0.531856852,0.334943945,0.757058935,0.599997597,0.067673174,0.262481942,0,0.044003888,0,0.003797536,0.715814061,Dangerous
1.766172547,0.478692163,0.478661977,2.941945027,0.870238156,2,0,0.774845537,0.384560381,0.519983123,0.024258798,0.543061105,0.496368185,1.613067692,0.746536884,0.585350166,0.195545695,0.359269252,0.049941633,0.084231216,0,0.175571337,0.26895387,Moderate
0.495240205,0.101431366,0.557837336,3,0.089037627,0.14798854,0,0.083355004,0.934957752,0.711558777,0.003362476,0.672444253,0.317047332,2.819827232,0.551066344,0.360780055,0,0.604782954,0,0.000801949,0,0.169444767,0.194976231,Moderate
4,0.788860935,2,1.224938955,1.365480525,0.367324301,0,2,0.571950304,0.516481763,0.023383791,0.523633795,0.28532594,1.24428982,0.71865617,0.195905052,0,0.19245381,0.024077518,0.006816216,0,0.232774436,0.063302985,Dangerous
0.648321105,0.502990024,0.273694625,1.519694701,0.545558067,0.395456382,0.03729752,0.654837236,0.283721023,0.172122925,0.339577267,0.237046818,0.242493601,0.171291276,0.955069043,0.863780689,1.601297186,0.755949388,0.143800753,0.19287373,0,0.396070379,0.817242083,Dangerous
0.639732208,0.546157673,0.76453444,1.134511606,0.717972765,0.083351987,0.109149613,0.130672671,0.394407291,0.231189412,0,0.262891923,1,0.825873849,0.104201781,1.137253813,0.82147576,0.169443352,0.040157378,0.18811382,0,0.51229773,0.614534693,Dangerous
0.183482815,0.220064815,0.066055315,0.694588364,0.529616038,0.031153421,0.016092477,0.151527911,0.15217577,0.18158958,0.064963423,0.191779656,0.885288059,0.126141821,0.22965192,0.99000484,0.65814125,0.257076962,0.003637414,0.378764402,0,0.307992183,1.206283832,Safe
0.313107072,0.193456016,0.75995785,2.123109767,0.127018259,0.100804523,0,0.264966147,0.601891531,0.267416081,0.164842211,0.323325936,0.697138394,0,2,0.968860484,0,0.401393618,0,0.032836398,0,0.348436951,0.648817663,Safe
0.230769554,0.265485085,0.029280995,0.251105728,0.218382237,0.04161401,0.011792066,0.103445091,0.098175161,0.071247662,0.11245894,0.051387894,0.146961553,1.266570976,0.189741213,0.805261988,0.265300902,0.148696515,0.159408628,0.051088524,0,0.443319041,2,Safe
0.891146769,0.200385876,0.069311498,2.962645301,0.997663003,0.179279408,0.017762935,0.4919523,0.205976428,0.090156327,0.261449583,0.309631846,0.190746262,1.611677116,0.535473259,1.252128509,0.679572596,1,0.021695035,1,0,0.232383808,0.449721431,Moderate
0.820567976,0.505334446,1.633708217,0.857951375,1.186967674,0.136292134,0.014208442,0.342876102,0.156308574,0.222378226,0.183524039,1,0.610589851,0.929263522,0.054220659,0.437557595,3,0.26966264,0.577809708,0.345647107,0,0.38011763,0.917926412,Dangerous
0.757440845,0.494343907,0.83524425,0.761284447,1.018726043,0.132949054,0.007135126,0.449303803,0.244998792,0.287641274,0.407133591,0.759574988,0.57839884,1.308850702,0.076455756,0.724701832,1.868172385,0.20896972,1,0.265902182,0,0.423644407,0.487794126,Dangerous
0.480798351,0.331463762,0.856036023,1.663531291,0.789168947,0.128440447,0.316186155,0.160678139,0,0.246391186,0.36451264,0.326886787,0.308330814,0.52493901,0.058978958,0.567182441,0.969592719,0.350515836,0.025806264,0.939876527,0.094095819,0.228556084,0.942580251,Dangerous
0.200450644,0.25161189,0.419326705,1.054333422,0.675896389,0,0,0.438606094,0.474689609,0.203859423,0.128364142,0.535210732,0.238324695,0.42393321,1.064454966,0.846155183,0.513917145,0.419645315,0.098439376,0.200040632,0,0.028838886,1.255761519,Safe
0.036375873,0.143701747,0.282253488,0.394268667,0.415084679,0.018719741,0.032148908,0.161673933,0.344471477,1,0.153044436,0.370263441,0.599460525,0,0,0.041659566,0.172961685,0.074540153,0.014724587,0.074330232,0,0.017794128,0.518685011,Safe
0.66282115,0.100621939,0,1.159503838,1.595790085,0.18350948,0,0,0.665344779,0.180811286,0.42396707,0.980997228,0.662141638,0.932441623,0.932562302,0.403936149,0,0.153835066,0,0.055932198,0,0.158577914,1.037690358,Safe
0.165677468,0.162699184,0,0,0.55074814,0.593445981,0,0.445680386,1,0.319428498,1,0.634483691,0.089220026,1.507697947,0.747659239,0.275125773,0,0.124370688,0.116698292,0.13119711,0,1,0,Safe
0.250790223,0,0,1.631442242,0.327824951,0,0,0,0.153592216,0.0696554,0.895016529,0,0,0,1.32549241,0.885310021,0,0,0,0.060005349,0,0,1.792916988,Safe
0.129407143,0.141534267,0.111198483,0.124262989,0.044578438,0.147499101,0.0189984,0.055386217,0.077129073,0.187949642,0.23419047,0.10250428,0.117529367,0.149893402,0.083565991,1.266391295,0.090854865,0.20092759,0.121820947,0,0,0.263841991,1.692491241,Safe
1.038281211,0.125290641,0.17844056,0.419427968,0.389277995,0.043244052,0.004539941,0.069406765,0.21920461,0.204214701,0.037501073,0.130258644,0.523521493,0.705139076,0.339708767,2,0.703135919,0.407514928,0.689587619,0.421430631,0,0.513864366,0.330749596,Safe
1.91088061,0.192337237,0.508644221,1.631381856,0.941660143,0.647756139,0,0.536069285,0.448580035,0.259819775,0.066406503,0.418289585,0.136000547,0.934801016,0.786714039,1.79386599,0,0.350810577,0.089795252,0.037047734,0,0.321337849,0.309091938,Moderate
1.829759731,0.07478427,0.152042441,1.928385794,1.762806451,0.347142625,0.011518973,0.28302176,0.294844013,0.207289953,0.098928268,0.376981903,0.219886049,0.419141974,0.548497644,0.892485004,0.714173242,0.346617017,0.006390794,0.535212448,0.088514454,0.341176577,0.616366217,Moderate
1.961490592,0.393108885,0.474972935,0.483548358,0.940256868,0.406984406,0.015795749,0.303196067,0.14244194,0.174606461,0.2113736,0.250839902,0.241127778,0.154916172,0.326078937,0.906228192,2.447880545,0.08437228,0.003450657,0.138643809,1.234643825,0.253478781,1.181779278,Moderate
1.612799299,0.197424224,0.088872631,1.237427475,0.199727957,0.199552268,0.009450006,0.248278051,0.406457054,0.149449757,0.056088463,0.084017909,0.147060947,0.365349426,0.395670243,1.474863883,0.579004942,0.444418151,0.104596232,0.11701461,0,0.36736422,0.983083951,Safe
1.349251248,0.082967531,0.879573655,1.016131485,0.393959753,0.101830283,0,0.229834334,0.518113268,0.542193301,0.050021976,0.449916805,0.486577479,2.479866889,0.503118241,0.419010622,0.231984327,0.175906475,0.117635267,0.047040617,0,0.50515807,0.46603817,Safe
0.67744372,0.011262254,0.062583071,0.233326664,0.419840083,0.163383485,0.002897517,0.283816792,0.196782007,0.281321843,0.040033383,0.28351406,0.097515156,0.570292491,0.070279139,0.579145414,0.048417763,0.090171772,0.034986338,0.321770345,0,0.310186399,1.60641451,Safe
1.289761511,0.161269686,0.3333176,0.692201113,0.584409822,0.208157712,0.160257276,0.278001758,0.379861458,0.415344024,0.062509881,0.382400541,0.276979426,0.171797471,0.117014458,0.480939246,1.161255614,0.114588428,0.380344405,0.313286411,0,0.19008163,0.923504463,Safe
0.718174991,0.037203109,0.234599016,0.891167143,0.404140599,0.0229816,0,0.036309164,0.305489416,0.033653007,0.134582455,0.228464138,0.219626786,0.041457003,0.60035529,0.667975321,0.017451819,0.341201183,0.098229644,0.143573856,0,0.319218926,1.801503611,Safe
0.825051195,0.391917928,0.251491294,0.696218741,1.425173546,0.003481229,0,0.072286689,0.373070161,0.165308141,0.203454437,0.156177474,0.239434802,0.464709898,0.641567623,0,0.126891996,0.631919795,0.596797566,0.060037885,0,0.162334471,1.487949228,Safe
3.343145635,0.558946045,0.667525567,1.251045646,0.792498527,0.841916871,0.042954444,0.479670812,0.187063267,0.361675491,0.187526526,0.328507319,0.26926165,0.110588738,0.315106361,0.823473223,1.831110041,0.105328093,0.078373758,0.127663605,0.78469922,0.309279838,0.520510365,Moderate
0.971359723,0.156107456,0.141615306,0.235835697,0.238729643,0.155805643,0.078317149,0.313444099,0.254040086,0.242089379,0.141844423,0.089419734,0.419720192,0.352098596,0.077775944,1.165738064,0.457662042,0.232988152,0.016878004,0.15994355,0.07305173,0.02146566,1.256433964,Safe
0.221675439,0,0.20299532,0.301802258,0.077586182,0.072383817,0.068181308,0.161427768,0.147990654,0,0.20749729,0.077756845,0.317611639,0.153891644,0.229084453,1.203677982,0.039262132,0.306563409,0.11796173,0.227866016,0,0.002389984,1.864466642,Safe
0.878548531,0.131582162,0.135314317,0.936369255,0.178885867,0.043080544,0.022781386,0.251534678,0.26418592,0.147641206,0.034650359,0.071957336,0.097568027,0.035867964,0.179015251,1.413986911,0.959628278,0.433691882,0.123864621,0.129045357,0.023565426,0.218894215,1.412902803,Safe
1.016816301,0.10914239,0.117976062,0.475171021,0.231135778,0.298950891,0.043626199,0.382238517,0.417289814,0.473177017,0.121919404,0.246846161,0.442640869,0.660968547,0.323431625,1.095971861,0.396990451,0.228757407,0.194636158,0.259035791,0,0.430701209,0.214866301,Safe
3.51384993,3,0.168501774,0.701791453,2,0.026823282,2,0.024216416,0.114249856,0.207183811,0.050605153,0.182328191,0.372858683,0.096774194,2,0.548439206,0,0.195361808,0.024789199,0.059004982,0,0,0.503756865,Dangerous
4,0.228160033,1.177860442,3,0.820651951,2,0.012393965,0.630088448,0.311864742,0.399225886,0.021722507,0.276143791,0.511316232,1.014705882,1.534952999,0.600428292,0,0.420189951,0.014440113,0.065993023,2,0.202941176,0.385886458,Dangerous
1.15852467,0.061998087,0.939066068,2.657101542,0.157727369,0.074743527,0,0.0449863,1,0.738230197,0.000802884,0.381045432,0.330091652,1.213483146,0.777190199,0.376344584,0,0.425732271,0.01726888,0.01315347,0,0.121348315,0,Moderate
3.322946176,0.541011153,1.588276404,1.354366897,1.761528914,0.577903683,0,2,0.406739484,0.637992611,0.010825122,0.147308782,0.34517595,0.781869688,0.194455028,0.179881924,0,0.148395696,0,0,0,0.221529745,0.112808085,Dangerous
1.71555436,0.340614344,0.206918002,1.194842761,0.598547163,0.521528525,0.034292192,0.614573876,0.271704627,0.184166363,0.093244483,0.120344456,0.225951927,0.168353068,0.460788779,0.92634625,1.600833362,0.691255438,0.13317857,0.247200345,0.087836383,0.368767492,0.831048215,Moderate
1.835827824,0.458354528,0.872037569,0.932822671,0.698409227,0.081783655,0.081943476,0.110753056,0.369072218,0.252813847,0,0.171163314,0.965440346,0.489182726,0.125846615,1.206231302,0.823709156,0.128214382,0.032818403,0.200925501,0,0.638461106,0.41426656,Moderate
0.640695824,0.120568094,0.115406492,0.586492379,0.618131022,0.024341849,0.010382759,0.122458265,0.157589379,0.195355209,0.020263502,0.131432174,1,0.097763636,0.162257278,0.992952207,0.608253486,0.21314111,0.00509342,0.41911681,0,0.327176778,1.084893243,Safe
2.17264574,0.12823009,1.07750462,1.758342316,0.321741828,0,0,0.137648664,0.742856935,0.103815872,0.176973581,0.155455904,0.198690763,0.825112108,0.903927504,1.04507238,0,0.213549452,0,0.060370299,0,0.608520179,0.672038374,Moderate
0.777738979,0.180238971,0.035762414,0.210431799,0.281751329,0.042477861,0.005905138,0.150762601,0.115995054,0.097601101,0.041130573,0.031999359,0.162137229,0.556136263,0.160945642,0.767362775,0.258055468,0.101572384,0.101379282,0.056257512,0,0.534333194,2,Safe
1.854629967,0.133553175,0.087598808,2.267488078,0.791246787,0.097612104,0,0.323126853,0.213937211,0.065107119,0.098195384,0.246445498,0.22210556,1.006197594,0.746175317,1.518749612,1.228355462,1,0.032217825,1,0,0.282993073,0.207796671,Moderate
2.006264316,0.374749153,2,0.655993865,1.26225008,0.16151003,0.010354255,0.304277284,0.150175359,0.277427268,0.074460889,0.589077069,0.566716144,0.541195252,0.025224966,0.416280357,3,0.229893611,0.516079449,0.333519678,0,0.485279725,0.750440134,Moderate
1.694785276,0.321119425,1.39223586,0.81651092,1.120814452,0.304192229,0.024128946,0.468176699,0.209207508,0.306616391,0.160658707,0.460804363,0.684605029,1.348329925,0.059114607,1.045776641,2.481580433,0.193147982,1,0.276073062,0,0.536980232,0.065480478,Moderate
1.399571818,0.279602945,1.979050627,1.347229375,0.872766977,0.144829966,0.194331612,0.152954157,0,0.237695467,0.179951604,0.211153969,0.323188888,0.373580098,0.140644246,0.725611532,1.040197014,0.245446602,0.033774505,0.959468822,0.216568173,0.221156977,0.704875459,Moderate
1.219447396,0.014692506,1.021396515,1.245937893,0.609976006,0,0,0.269117036,0.482937184,0.216851678,0.034938943,0.193411265,0.235430607,0.586609989,0.852561827,0.68701049,0.246940455,0.455466259,0.26296045,0.150220037,0,0.01466525,1.370759668,Safe
0.473417722,0.029541184,0.540722431,0.52310839,0.403647976,0.086075949,0.025603735,0.174848652,0.354125492,1,0.055892964,0.277918425,0.601367915,0.310548523,0,0.02297257,0.130729096,0.104486053,0.019887144,0.096567006,0,0.013586498,0.370075274,Safe
1.730769231,0.143742987,0.543627896,0.581894313,0.973960557,1.557692308,0,0.104170765,0.515101129,0.217152273,0.364743514,1,0.501222174,0.624434389,0.746961539,0.319441862,0,0.064644608,0.079976013,0.045687477,0,0.265384615,0.697973044,Safe
1.385869565,0.201868655,0.870592501,0.224363201,0,0,0,0.333648393,0.636707402,0.230829456,0.319526995,0.753623188,0.160536377,3,0.714504225,0.308110337,0,0.207050121,0.128077528,0.073166178,0,1,0.409498623,Safe
0,0.073391164,0,0.477328916,0,1.712686567,0,0,0.024845662,0.062787949,1,0,0,0,1.011895039,0.772521084,0,0,0,0,0,0,1.143766487,Safe
0.616532346,0.036525058,0.261689752,0,0.140652548,0.116641255,0.033043373,0.045130833,0.068522946,0.245190199,0.092911055,0.039642779,0.113400016,0.300588107,0.093182201,1.565439573,0,0.16492753,0.123195461,0.014661922,0,0.350185145,1.453415039,Safe
0.959134106,0.357768056,0.134255454,0.483074734,0.40233945,0.070565918,0.001541498,0.116066596,0.237027272,0.306555984,0.102476552,0.193083955,0.486205101,0.393958369,0.157810798,2,0.795738905,0.488202812,1,0.510456967,0,0.383547167,0.195832212,Safe
